filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
CC11.jpg,6568,{},2,0,"{""name"":""polygon"",""all_points_x"":[73,59,49,40,38,46,40,32,33,49,55,52,58,71,75,100,113,127,141,132,133,143,153,121,106,109,81,94],""all_points_y"":[31,49,45,57,63,67,75,88,96,105,115,142,147,147,130,157,155,153,149,117,116,125,118,50,53,67,59,41]}","{""spice"":""Cinnamon""}"
CC11.jpg,6568,{},2,1,"{""name"":""polygon"",""all_points_x"":[35,27,10,13,33,45,53,57,59,69,64,46],""all_points_y"":[153,160,161,174,176,179,167,164,157,153,149,145]}","{""spice"":""Clove""}"
CinnamomStick1.jpg,61553,{},1,0,"{""name"":""polygon"",""all_points_x"":[449,397,390,374,380,361,376,413,430,434,527,535,519],""all_points_y"":[339,391,432,469,505,517,586,846,871,918,900,885,705]}","{""spice"":""Cinnamon""}"
CinnamomStick2.jpg,58841,{},1,0,"{""name"":""polygon"",""all_points_x"":[439,385,366,356,330,397,413,434,532,507],""all_points_y"":[339,402,449,490,517,844,885,929,895,705]}","{""spice"":""Cinnamon""}"
CinnamomStick3.jpg,55003,{},1,0,"{""name"":""polygon"",""all_points_x"":[419,356,342,339,339,325,332,344,359,374,383,386,391,493,478],""all_points_y"":[313,376,413,468,483,493,559,578,764,813,849,885,900,879,686]}","{""spice"":""Cinnamon""}"
CinnamomStick4.jpg,60826,{},1,0,"{""name"":""polygon"",""all_points_x"":[402,337,317,317,315,300,313,325,330,342,356,363,374,397,466,454],""all_points_y"":[234,290,341,385,403,419,503,537,673,742,786,834,842,844,825,603]}","{""spice"":""Cinnamon""}"
CinnamomStick5.jpg,67709,{},1,0,"{""name"":""polygon"",""all_points_x"":[663,625,576,564,132,153,205,405,764,746,718,729,713],""all_points_y"":[378,402,395,393,664,713,785,666,442,405,390,381,366]}","{""spice"":""Cinnamon""}"
CinnamomStick6.jpg,67697,{},1,0,"{""name"":""polygon"",""all_points_x"":[769,727,737,720,696,654,613,573,480,124,207],""all_points_y"":[442,402,383,369,390,395,410,398,463,664,796]}","{""spice"":""Cinnamon""}"
CinnamomStick7.jpg,71412,{},1,0,"{""name"":""polygon"",""all_points_x"":[132,105,97,112,158,185,185,242,237,307,610,634,641],""all_points_y"":[456,513,527,542,551,580,596,622,639,657,778,741,685]}","{""spice"":""Cinnamon""}"
CinnamomStick8.jpg,65021,{},1,0,"{""name"":""polygon"",""all_points_x"":[154,112,173,193,222,251,269,627,656],""all_points_y"":[447,532,563,578,622,620,664,795,696]}","{""spice"":""Cinnamon""}"
CinnamomStick9.jpg,60837,{},1,0,"{""name"":""polygon"",""all_points_x"":[175,149,193,232,276,261,344,620,656,666],""all_points_y"":[463,547,564,615,641,663,690,824,796,732]}","{""spice"":""Cinnamon""}"
CinnamomStick10.jpg,63950,{},1,0,"{""name"":""polygon"",""all_points_x"":[219,171,214,234,239,285,271,275,369,612,661],""all_points_y"":[454,527,556,598,619,652,659,673,718,883,793]}","{""spice"":""Cinnamon""}"
CinnamomStick11.jpg,60473,{},1,0,"{""name"":""polygon"",""all_points_x"":[427,371,390,403,417,397,588,666],""all_points_y"":[361,403,447,507,542,569,903,842]}","{""spice"":""Cinnamon""}"
CinnamomStick12.jpg,61485,{},1,0,"{""name"":""polygon"",""all_points_x"":[446,376,403,397,410,391,441,549,591,634],""all_points_y"":[334,366,420,456,524,539,641,888,883,839]}","{""spice"":""Cinnamon""}"
CinnamomStick13.jpg,53297,{},1,0,"{""name"":""polygon"",""all_points_x"":[383,300,336,330,327,342,325,363,464,505,563],""all_points_y"":[312,347,393,429,466,503,524,598,881,888,837]}","{""spice"":""Cinnamon""}"
CinnamomStick14.jpg,77283,{},1,0,"{""name"":""polygon"",""all_points_x"":[107,112,166,261,166,180,175,175,444,591,580,580,541,593,583],""all_points_y"":[517,590,588,619,632,659,700,718,732,739,651,603,595,583,497]}","{""spice"":""Cinnamon""}"
CinnamomStick15.jpg,74776,{},1,0,"{""name"":""polygon"",""all_points_x"":[112,114,168,258,176,180,361,591,580,580,524,593,583],""all_points_y"":[515,591,585,612,627,710,722,734,659,598,596,585,505]}","{""spice"":""Cinnamon""}"
CinnamomStick16.jpg,70419,{},1,0,"{""name"":""polygon"",""all_points_x"":[119,125,163,261,185,186,600,583,568,596,595],""all_points_y"":[525,593,591,624,639,727,742,639,591,590,510]}","{""spice"":""Cinnamon""}"
CinnamomStick17.jpg,72631,{},1,0,"{""name"":""polygon"",""all_points_x"":[112,125,175,275,181,183,581,581,522,593,588],""all_points_y"":[532,593,600,619,632,718,747,619,605,593,508]}","{""spice"":""Cinnamon""}"
CinnamomStick18.jpg,66479,{},1,0,"{""name"":""polygon"",""all_points_x"":[207,195,193,596,583,581,585,537,595,590,125,142],""all_points_y"":[605,654,720,742,718,680,615,607,595,510,517,585]}","{""spice"":""Cinnamon""}"
CinnamomStick19.jpg,62515,{},1,0,"{""name"":""polygon"",""all_points_x"":[136,139,190,280,202,200,198,251,402,569,563,508,566,578,573],""all_points_y"":[497,571,569,598,603,661,680,691,705,713,598,585,585,547,510]}","{""spice"":""Cinnamon""}"
CinnamomStick20.jpg,56240,{},1,0,"{""name"":""polygon"",""all_points_x"":[146,146,193,268,197,190,190,542,546,498,569,551],""all_points_y"":[469,539,537,573,580,632,656,698,586,576,571,490]}","{""spice"":""Cinnamon""}"
CinnamomStick21.jpg,47468,{},1,0,"{""name"":""polygon"",""all_points_x"":[153,146,195,234,195,180,503,529,491,541,552],""all_points_y"":[454,525,530,556,568,632,741,625,610,610,537]}","{""spice"":""Cinnamon""}"
CinnamomStick22.jpg,46885,{},1,0,"{""name"":""polygon"",""all_points_x"":[195,178,214,263,214,181,181,478,510,520,478,539,559],""all_points_y"":[425,493,510,556,544,595,607,766,696,657,639,646,586]}","{""spice"":""Cinnamon""}"
CinnamomStick23.jpg,46245,{},1,0,"{""name"":""polygon"",""all_points_x"":[320,276,324,349,302,256,502,529,561,535,605,613],""all_points_y"":[402,458,488,541,524,576,795,746,700,680,695,646]}","{""spice"":""Cinnamon""}"
CinnamomStick24.jpg,48934,{},1,0,"{""name"":""polygon"",""all_points_x"":[410,383,417,427,376,336,532,571,593,563,620,668,676],""all_points_y"":[407,456,491,535,527,552,827,778,739,690,741,727,695]}","{""spice"":""Cinnamon""}"
CinnamomStick25.jpg,56357,{},1,0,"{""name"":""polygon"",""all_points_x"":[471,410,458,454,398,363,522,578,600,634,680,691],""all_points_y"":[415,456,486,519,520,559,851,795,751,768,744,720]}","{""spice"":""Cinnamon""}"
CinnamomStick26.jpg,55119,{},1,0,"{""name"":""polygon"",""all_points_x"":[437,386,412,419,376,312,451,515,530,524,561,620],""all_points_y"":[402,419,463,512,497,515,835,786,771,729,776,741]}","{""spice"":""Cinnamon""}"
CinnamomStick27.jpg,55533,{},1,0,"{""name"":""polygon"",""all_points_x"":[407,336,369,366,342,268,371,461,471,466,503,542,578],""all_points_y"":[358,407,436,491,466,488,829,779,752,724,768,759,732]}","{""spice"":""Cinnamon""}"
CinnamomStick28.jpg,61891,{},1,0,"{""name"":""polygon"",""all_points_x"":[349,320,234,342,393,451,434,478,547,397,341],""all_points_y"":[461,425,447,817,778,766,678,773,735,313,339]}","{""spice"":""Cinnamon""}"
CinnamomStick29.jpg,69633,{},1,0,"{""name"":""polygon"",""all_points_x"":[378,347,256,342,464,459,498,573,444,376],""all_points_y"":[439,383,405,818,766,688,779,744,280,307]}","{""spice"":""Cinnamon""}"
CinnamomStick30.jpg,60247,{},1,0,"{""name"":""polygon"",""all_points_x"":[336,313,203,214,347,449,469,461,502,583,476,395,332],""all_points_y"":[429,390,403,451,857,786,781,720,788,752,429,261,300]}","{""spice"":""Cinnamon""}"
CinnamomStick31.jpg,56021,{},1,0,"{""name"":""polygon"",""all_points_x"":[288,229,141,349,449,451,419,490,561,303,249],""all_points_y"":[478,415,474,849,774,749,686,778,729,295,339]}","{""spice"":""Cinnamon""}"
CinnamomStick32.jpg,53707,{},1,0,"{""name"":""polygon"",""all_points_x"":[212,185,183,214,237,190,137,398,480,451,503,556],""all_points_y"":[371,419,437,456,519,500,558,844,746,707,741,676]}","{""spice"":""Cinnamon""}"
CinnamomStick33.jpg,47791,{},1,0,"{""name"":""polygon"",""all_points_x"":[230,207,241,275,222,193,490,539,498,563,598],""all_points_y"":[417,488,510,558,551,613,824,717,686,702,627]}","{""spice"":""Cinnamon""}"
CinnamomStick34.jpg,45927,{},1,0,"{""name"":""polygon"",""all_points_x"":[244,236,268,283,319,273,259,285,405,586,615,552,625,641],""all_points_y"":[454,503,517,519,551,558,619,639,676,742,629,605,612,544]}","{""spice"":""Cinnamon""}"
CinnamomStick35.jpg,49952,{},1,0,"{""name"":""polygon"",""all_points_x"":[271,271,308,386,319,317,654,666,666,608,685,674],""all_points_y"":[454,512,519,544,558,624,681,649,568,552,547,463]}","{""spice"":""Cinnamon""}"
CinnamomStick36.jpg,77007,{},2,0,"{""name"":""polygon"",""all_points_x"":[234,212,586,602],""all_points_y"":[266,408,432,344]}","{""spice"":""Cinnamon""}"
CinnamomStick36.jpg,77007,{},2,1,"{""name"":""polygon"",""all_points_x"":[227,203,203,330,600,620,585,563],""all_points_y"":[463,498,530,598,705,644,634,590]}","{""spice"":""Cinnamon""}"
CinnamomStick37.jpg,63608,{},2,0,"{""name"":""polygon"",""all_points_x"":[251,241,376,586,615],""all_points_y"":[246,366,402,425,336]}","{""spice"":""Cinnamon""}"
CinnamomStick37.jpg,63608,{},2,1,"{""name"":""polygon"",""all_points_x"":[244,222,210,573,607,561,554],""all_points_y"":[422,446,488,688,634,613,569]}","{""spice"":""Cinnamon""}"
CinnamomStick38.jpg,75395,{},2,0,"{""name"":""polygon"",""all_points_x"":[139,110,261,451,464],""all_points_y"":[178,293,332,373,285]}","{""spice"":""Cinnamon""}"
CinnamomStick38.jpg,75395,{},2,1,"{""name"":""polygon"",""all_points_x"":[197,193,168,58,29,20,125,324,373,336,310,525,546,525,535,591],""all_points_y"":[330,381,420,354,373,407,502,642,598,578,517,637,620,585,571,549]}","{""spice"":""Cinnamon""}"
CinnamomStick39.jpg,57566,{},1,0,"{""name"":""polygon"",""all_points_x"":[268,183,214,519,503,478,302,624,622,574,563,580,563,315,391,425,364,78,117,220,254],""all_points_y"":[303,261,163,286,347,356,313,530,559,561,581,605,619,461,547,573,610,364,319,390,358]}","{""spice"":""Cinnamon""}"
CinnamomStick40.jpg,61806,{},1,0,"{""name"":""polygon"",""all_points_x"":[258,341,324,295,197,171,153,402,451,420,403,581,613,588,607,651,656,349,532,573,580,302],""all_points_y"":[234,280,320,351,280,295,325,571,544,524,463,600,585,552,546,537,515,278,337,317,278,130]}","{""spice"":""Cinnamon""}"
CinnamomStick41.jpg,62940,{},1,0,"{""name"":""polygon"",""all_points_x"":[376,363,324,241,202,202,412,466,420,586,610,595,610,646,664,388,574,613,586,498,356,327,308],""all_points_y"":[247,290,324,246,266,290,556,532,441,598,585,556,539,549,524,252,334,283,252,203,112,164,205]}","{""spice"":""Cinnamon""}"
CinnamomStick42.jpg,64035,{},1,0,"{""name"":""polygon"",""all_points_x"":[393,371,337,271,237,219,390,434,425,408,556,571,576,588,607,635,397,566,600,627,395,336],""all_points_y"":[234,278,300,210,215,246,544,529,490,424,615,591,564,554,558,547,229,341,329,286,85,175]}","{""spice"":""Cinnamon""}"
CinnamomStick43.jpg,66399,{},1,0,"{""name"":""polygon"",""all_points_x"":[337,388,393,369,327,264,220,220,261,364,405,419,405,508,532,558,558,571,607,612,405,568,627,627,408],""all_points_y"":[163,229,244,273,295,193,222,239,347,539,534,510,436,598,615,602,573,569,573,559,234,346,329,303,90]}","{""spice"":""Cinnamon""}"
CinnamomStick44.jpg,75289,{},1,0,"{""name"":""polygon"",""all_points_x"":[334,386,366,322,256,202,346,397,390,507,534,539,554,573,600,397,552,610,620,402],""all_points_y"":[139,214,247,273,171,205,544,525,424,632,615,586,574,578,564,219,344,334,295,63]}","{""spice"":""Cinnamon""}"
CinnamomStick45.jpg,73741,{},1,0,"{""name"":""polygon"",""all_points_x"":[275,214,220,358,419,397,541,561,568,568,591,619,646,420,600,651,668,430,359,410,386,336],""all_points_y"":[151,178,205,544,530,391,639,629,607,593,585,595,578,193,332,310,286,25,115,202,239,263]}","{""spice"":""Cinnamon""}"
CinnamomStick46.jpg,82926,{},1,0,"{""name"":""polygon"",""all_points_x"":[424,441,410,363,293,220,276,376,442,425,585,620,620,647,685,720,461,661,720,744,485,424,381],""all_points_y"":[154,198,236,254,117,156,325,583,566,422,713,698,649,644,671,646,185,366,354,305,2,56,97]}","{""spice"":""Cinnamon""}"
CinnamomStick47.jpg,81101,{},1,0,"{""name"":""polygon"",""all_points_x"":[393,400,378,325,239,153,180,349,391,432,410,600,630,632,652,715,729,437,669,747,464,417,342],""all_points_y"":[169,205,237,266,108,147,195,625,632,598,463,769,763,712,693,707,690,186,368,313,0,10,83]}","{""spice"":""Cinnamon""}"
CinnamomStick48.jpg,71962,{},1,0,"{""name"":""polygon"",""all_points_x"":[313,259,247,327,305,261,154,98,115,176,191,361,422,380,361,580,607,600,620,646,688,344,561,613,634],""all_points_y"":[53,147,164,249,305,332,208,249,288,407,436,646,617,551,486,732,708,666,654,657,644,246,378,352,303]}","{""spice"":""Cinnamon""}"
CinnamomStick49.jpg,83871,{},1,0,"{""name"":""polygon"",""all_points_x"":[398,354,315,303,98,76,336,342,330,363,386,393,405,424,529,510,480,432,417,159,144],""all_points_y"":[352,530,490,469,368,417,598,630,657,663,639,646,683,671,280,278,286,269,300,217,310]}","{""spice"":""Cinnamon""}"
CinnamomStick50.jpg,83447,{},1,0,"{""name"":""polygon"",""all_points_x"":[159,142,224,408,358,308,305,103,78,332,342,330,364,386,397,398,419,524,478,430,424],""all_points_y"":[214,313,344,356,520,493,476,364,415,598,598,654,656,635,637,673,673,273,286,278,291]}","{""spice"":""Cinnamon""}"
CinnamomStick51.jpg,83390,{},1,0,"{""name"":""polygon"",""all_points_x"":[158,144,295,410,354,310,308,112,81,80,325,347,347,336,363,381,393,397,415,525,488,430,417],""all_points_y"":[212,319,358,368,522,488,474,363,390,422,588,588,613,647,652,632,639,666,666,273,281,280,293]}","{""spice"":""Cinnamon""}"
CinnamomStick52.jpg,80800,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,151,166,403,354,305,302,105,83,297,342,332,339,373,374,393,393,422,529,474,427,424],""all_points_y"":[208,302,322,359,534,490,471,361,410,573,591,632,664,657,627,639,664,668,280,283,273,297]}","{""spice"":""Cinnamon""}"
CinnamomStick53.jpg,80109,{},1,0,"{""name"":""polygon"",""all_points_x"":[153,144,173,398,342,293,290,97,64,217,305,332,322,317,339,369,383,380,393,522,468,417,415],""all_points_y"":[195,302,341,364,542,491,469,352,402,537,586,586,625,657,659,630,632,663,680,281,290,275,293]}","{""spice"":""Cinnamon""}"
CinnamomStick54.jpg,73535,{},1,0,"{""name"":""polygon"",""all_points_x"":[146,125,390,322,288,288,86,58,166,298,320,302,315,337,349,369,371,512,451,412,410],""all_points_y"":[210,313,374,551,500,473,358,402,497,595,595,656,659,652,637,647,696,288,300,290,307]}","{""spice"":""Cinnamon""}"
CinnamomStick55.jpg,71478,{},1,0,"{""name"":""polygon"",""all_points_x"":[200,178,436,358,320,322,125,98,322,342,317,349,376,390,390,410,568,519,471,456],""all_points_y"":[191,293,359,542,483,459,329,376,585,585,642,652,637,637,664,674,293,295,280,307]}","{""spice"":""Cinnamon""}"
CinnamomStick56.jpg,69902,{},1,0,"{""name"":""polygon"",""all_points_x"":[258,224,478,381,354,166,132,336,366,344,351,383,398,405,403,407,620,573,520,500],""all_points_y"":[149,263,346,527,446,286,342,544,558,610,629,625,612,612,641,654,293,286,266,295]}","{""spice"":""Cinnamon""}"
CinnamomStick57.jpg,70682,{},1,0,"{""name"":""polygon"",""all_points_x"":[222,175,176,390,374,374,410,417,429,436,466,681,634,585,561,329,300,278,534,412,393],""all_points_y"":[264,290,325,556,598,625,624,600,610,656,657,288,290,259,275,137,164,227,334,519,425]}","{""spice"":""Cinnamon""}"
CinnamomStick58.jpg,75379,{},1,0,"{""name"":""polygon"",""all_points_x"":[297,554,430,407,397,244,190,200,407,386,381,437,454,451,720,663,605,586,342],""all_points_y"":[220,341,519,446,417,256,286,320,569,612,642,617,632,673,290,295,269,273,122]}","{""spice"":""Cinnamon""}"
CinnamomStick59.jpg,81235,{},1,0,"{""name"":""polygon"",""all_points_x"":[336,291,568,432,417,210,183,390,410,380,402,437,446,452,535,737,691,632,603],""all_points_y"":[112,215,358,546,456,242,295,585,591,651,663,647,654,700,613,307,303,273,286]}","{""spice"":""Cinnamon""}"
CinnamomStick60.jpg,74751,{},1,0,"{""name"":""polygon"",""all_points_x"":[315,263,552,408,381,193,146,376,391,351,381,413,434,432,437,739,685,612,595],""all_points_y"":[86,202,347,558,446,244,286,607,603,671,683,664,674,727,729,293,293,263,280]}","{""spice"":""Cinnamon""}"
CinnamomStick61.jpg,87797,{},1,0,"{""name"":""polygon"",""all_points_x"":[205,186,488,471,229,214,446,424,361,139,120,119,417,403,424,451,464,480,634,564,502,507],""all_points_y"":[164,286,329,400,315,368,474,535,471,359,393,415,591,627,632,610,612,642,222,242,224,261]}","{""spice"":""Cinnamon""}"
CinnamomStick62.jpg,92631,{},1,0,"{""name"":""polygon"",""all_points_x"":[191,168,480,451,217,202,217,427,405,324,103,86,390,383,403,439,452,471,625,519,495],""all_points_y"":[153,280,324,407,310,352,376,468,525,452,344,395,578,625,649,612,619,647,219,225,246]}","{""spice"":""Cinnamon""}"
CinnamomStick63.jpg,91386,{},1,0,"{""name"":""polygon"",""all_points_x"":[195,176,478,458,224,207,222,427,412,320,112,95,403,383,417,437,458,463,471,620,566,512,505],""all_points_y"":[149,275,327,395,302,352,376,471,529,442,341,410,573,629,630,619,625,646,646,232,237,225,263]}","{""spice"":""Cinnamon""}"
CinnamomStick64.jpg,90436,{},1,0,"{""name"":""polygon"",""all_points_x"":[205,176,478,447,227,202,212,425,417,119,103,313,400,390,413,439,452,452,476,634,566,512,498],""all_points_y"":[159,268,320,391,305,358,378,469,510,341,395,535,578,629,634,607,612,642,649,229,241,220,259]}","{""spice"":""Cinnamon""}"
CinnamomStick65.jpg,88649,{},1,0,"{""name"":""polygon"",""all_points_x"":[205,173,478,452,220,207,437,410,359,119,90,402,383,415,442,447,454,490,615,586,512,498],""all_points_y"":[156,269,317,391,303,349,466,527,458,334,405,566,620,625,607,607,642,642,220,237,219,247]}","{""spice"":""Cinnamon""}"
